Opportunity Category,Gender,Country,Institution Name,Current/Intended Major,Status Description,SignUp_Year,SignUp_Month,SignUp_Day,Age,Opportunity_Duration,Churn
Competition,2,United States,Saint Louis University,Computer Information Systems,Team Allocated,2023,8,23,24,44,1
Competition,1,India,Mvsr Engineering College,Eee,Team Allocated,2023,1,5,25,44,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,4,17,24,44,1
Competition,2,India,Vignan'S Lara Institute Of Technology & Science,Information Systems,Team Allocated,2023,2,23,24,44,1
Competition,2,United States,Saint Louis University,Computer Science and Information Systems,Team Allocated,2024,1,8,24,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,25,24,44,1
Competition,2,Nigeria,Saint Louis University,Cyber Security,Team Allocated,2024,2,8,48,44,1
Competition,2,India,Vishnu Institute Of Technology,Computer Science and Information Systems,Team Allocated,2023,4,30,25,44,1
Competition,2,United States,Saint Louis University,Business Analytics,Team Allocated,2023,12,7,24,44,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,1,5,25,44,1
Competition,2,Nigeria,Corpus Christi College,Computer,Team Allocated,2024,2,28,23,44,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,12,28,25,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,29,25,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,30,28,44,1
Competition,2,United States,Saint Louis University,Computer Information Systems,Team Allocated,2024,1,16,28,44,1
Competition,2,India,Mit-Wpu,Pharmacy and Pharmacology,Applied,2023,9,24,25,495,1
Competition,2,Pakistan,Wah Engineering College,Mechatronics Engineering,Team Allocated,2023,3,27,23,44,1
Competition,2,United States,Saint Louis University,Computer Science and Information Systems,Team Allocated,2024,2,15,24,44,1
Competition,2,India,Saint Louis University,Analytics,Team Allocated,2024,2,13,23,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,6,25,23,44,1
Competition,1,India,Jntuk,Computer Science,Applied,2023,1,24,31,495,1
Competition,2,United States,Saint Louis University,Data Analytics,Team Allocated,2023,10,20,25,44,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2024,3,1,25,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,4,22,24,44,1
Competition,1,United States,Illinois Institute Of Technology,Information Technology and Management,Team Allocated,2024,1,18,21,44,1
Competition,1,United States,Saint Louis University,Computer Information Systems,Team Allocated,2023,9,8,24,44,1
Competition,2,India,Saint Louis University,Computer Science,Team Allocated,2023,4,13,24,44,1
Competition,2,United States,Saint Louis,MS Biostatistics and Health Analytics,Team Allocated,2023,8,24,29,44,1
Competition,1,India,Kadi Sarva Vishwavidyalaya,Computer Engineering,Team Allocated,2024,2,23,23,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,19,24,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,10,25,44,1
Competition,1,India,Saint Louis University,Information Systems,Team Allocated,2023,3,2,24,44,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2024,2,21,25,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,23,25,44,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,9,7,26,44,1
Competition,2,United States,Saint Louis University,Information Science,Team Allocated,2024,2,23,25,44,1
Competition,1,Rwanda,Mount Kenya University,Management,Team Allocated,2024,2,22,25,44,1
Competition,2,Nigeria,Pan-Atlantic University,Mechanical Engineering,Team Allocated,2024,2,28,21,44,1
Competition,2,Ghana,Sakafiya Islamic Senior High School,Nurse,Team Allocated,2024,2,16,27,44,1
Competition,2,India,Srm Ist,ESports and Game Development,Team Allocated,2023,3,31,23,44,1
Competition,2,United States,Saint Louis University,Business Analytics,Team Allocated,2024,2,28,24,44,1
Competition,1,India,Nift,Art and Design,Applied,2023,5,1,26,495,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,44,1
Competition,2,India,Jawaharlal Nehru Technological Universities Vizianagaram,Cyber Security,Team Allocated,2023,7,9,25,44,1
Competition,1,India,Chandigarh University,Data Science,Team Allocated,2024,2,10,24,44,1
Competition,2,United States,St Louis University,Information Systems,Team Allocated,2023,6,8,24,44,1
Competition,2,India,Saint Louis University,Supply Chain Management,Team Allocated,2023,10,2,29,44,1
Competition,2,United States,St Louis University,Geoinformatics and Geospatial Analytics,Team Allocated,2024,2,21,31,44,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,8,21,24,44,1
Competition,2,United States,Saint Louis University,Health Data Science,Team Allocated,2023,9,19,27,44,1
Competition,2,India,Gujarat Technological University,Data Analysis,Team Allocated,2023,7,25,26,44,1
Competition,2,India,Bharath Institute Of Higher Education And Research,Computer Science,Team Allocated,2023,1,5,24,44,1
Competition,2,India,Saint Louis University,Computer Science,Team Allocated,2023,3,2,24,44,1
Competition,1,India,Vignan Nirula Institute Of Technology,Computer Science,Team Allocated,2023,4,25,24,44,1
Competition,2,United States,Saint Louis University,Cyber Security,Team Allocated,2023,12,30,24,44,1
Competition,2,India,Sri Sairam Engineering College,Electronics and Instrumentation,Team Allocated,2024,2,15,24,44,1
Competition,2,Ethiopia,Kaleab Secondary And Preparatory School,Computer Science,Team Allocated,2024,1,30,22,44,1
Competition,2,Nigeria,Model Secondary School Amokwe,Computer Engineering,Team Allocated,2024,2,22,21,44,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,4,25,24,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,4,25,23,44,1
Competition,2,United States,Saint Louis,Information Systems,Team Allocated,2023,12,25,26,44,1
Competition,1,United States,Kakatiya Institute Of Technology,Information Systems,Team Allocated,2023,8,29,25,44,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2024,2,23,23,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,11,5,25,44,1
Competition,1,India,Vvit,Computer Science,Team Allocated,2024,2,14,22,44,1
Competition,2,United States,Saint Louis University,Cyber Security,Team Allocated,2024,2,10,28,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,4,23,44,1
Competition,1,India,Saint Louis University,Computer Science,Team Allocated,2023,8,10,25,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,25,25,44,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,10,6,24,44,1
Competition,1,United States,Saint Louis University,Computer Science,Team Allocated,2024,1,19,23,44,1
Competition,1,United States,Vignana Bharathi Institute Of Technology,Cyber Security,Team Allocated,2023,7,9,24,44,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2024,2,23,24,44,1
Competition,2,India,Saint Louis University,Computer Science,Team Allocated,2023,1,5,26,44,1
Competition,1,United States,Saint Louis University,Health Data Science,Team Allocated,2023,6,30,23,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,6,25,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,3,27,44,1
Competition,1,India,Saint Louis University,Computer Science,Team Allocated,2023,4,17,26,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,14,23,44,1
Competition,2,India,Saint Louis University,Information Systems,Team Allocated,2023,6,17,24,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,31,24,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,2,23,44,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,9,19,26,44,1
Competition,1,United States,Saint Louis University,Cyber Security,Team Allocated,2023,8,26,23,44,1
Competition,2,India,Vardhaman College Of Engineering,Information technology,Team Allocated,2023,1,7,23,44,1
Competition,2,United States,Saint Louis University,Health Data Science,Team Allocated,2024,2,13,26,44,1
Competition,1,India,Saint Louis University,Information Systems,Team Allocated,2023,5,3,24,44,1
Competition,1,Zambia,Saint Louis University,Nursing,Team Allocated,2024,2,23,25,44,1
Competition,1,India,Future Institute Of Engineering And Management,Information Technology,Team Allocated,2023,12,19,25,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,20,23,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,12,26,44,1
Competition,1,India,St Louis University,Computer Science and Information Systems,Team Allocated,2023,5,19,27,44,1
Competition,2,India,Pune Vidyarthi Griha'S College Of Engineering  Nashik,Computer Engineering,Team Allocated,2024,2,26,24,44,1
Competition,2,United States,Saint Louis University,Masters in Information Systems,Team Allocated,2023,12,29,23,44,1
Competition,1,United States,Saint Louis University,Leadership and Organizational development,Team Allocated,2024,2,23,39,44,1
Competition,2,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,20,25,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,16,25,44,1
Competition,2,India,Saint Louis University,Computer Science,Team Allocated,2023,6,17,26,44,1
Competition,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,7,9,25,44,1
Competition,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,44,1
Competition,2,India,Saint Louis University,Computer Science and Information Systems,Team Allocated,2023,1,5,25,44,1
Competition,2,India,Saint Louis University,Artificial Intelligence,Team Allocated,2023,6,1,25,44,1
Course,2,India,Gitam University,Computer Science and Information Systems,Team Allocated,2023,2,23,25,695,1
Course,1,United States,Cor Jesu Academy,Medicine,Team Allocated,2024,2,27,17,695,1
Course,2,India,St. Louis University,Computer Information Systems,Team Allocated,2023,8,12,25,695,1
Course,1,Ghana,Saint Louis,International Business Management,Team Allocated,2024,2,29,33,695,1
Course,1,United States,Saint Louis University,Computer Information Systems,Team Allocated,2023,11,9,25,695,1
Course,2,United States,Saint Louis University,Data Analytics,Team Allocated,2024,1,30,23,695,1
Course,1,India,Mvsr Engineering College,Eee,Team Allocated,2023,1,5,25,695,1
Course,2,Ghana,University Of Energy And Natural Resources,Electrical and Computer Engineering,Team Allocated,2024,2,17,24,695,1
Course,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,4,17,24,695,1
Course,2,India,Saint Louis University,Cyber Security,Team Allocated,2024,1,4,23,695,1
Course,2,United States,Saint Louis University,Artificial Intelligence and Robotics,Team Allocated,2024,1,17,26,695,1
Course,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,20,29,695,1
Course,2,India,Cluster Innovation Centre  University Of Delhi,Information Technology,Team Allocated,2024,2,2,22,695,1
Course,2,United States,Gm Institute Of Technology,Computer Science,Team Allocated,2023,7,9,24,695,1
Course,2,Nigeria,Saint Louis University,Cyber Security,Team Allocated,2024,2,8,48,695,1
Course,1,Nigeria,University Of Calabar  Crs Nigeria,Project Management,Team Allocated,2024,2,8,49,695,1
Course,2,United States,Saint Louis University,Business Analytics,Team Allocated,2023,12,7,24,695,1
Course,2,India,Saint Louis University,Artificial Intelligence,Team Allocated,2024,1,22,24,695,1
Course,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,21,25,695,1
Course,1,Nigeria,Rivers State University,Quantity Surveying,Team Allocated,2024,2,12,26,695,1
Course,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,9,24,695,1
Course,1,Nigeria,University Of Calabar,Philosophy,Team Allocated,2024,2,7,32,695,1
Course,1,Nigeria,Fuoye,Business Analytics,Team Allocated,2024,1,29,28,695,1
Course,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,12,28,25,695,1
Course,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,30,28,695,1
Course,2,United States,Saint Louis University,Computer Information Systems,Team Allocated,2024,1,16,28,695,1
Course,2,India,Mit-Wpu,Pharmacy and Pharmacology,Team Allocated,2023,9,24,25,695,1
Course,2,Ghana,Saint Louis University,Electrical and Computer Engineering,Team Allocated,2024,2,20,35,695,1
Course,1,India,Anurag Group Of Institutions,Home Tutor,Applied,2024,2,16,24,1146,1
